Date,Close,Volume,달러(원),위안(원)
2022-03-08,2050.15,198331,1237.0,195.8
2022-03-09,1992.39,163223,0.0,0.0
2022-03-10,1996.01,130688,1228.3,194.1
2022-03-11,1985.22,92301,1232.0,194.6
2022-03-14,1951.44,91098,1242.3,195.0
2022-03-15,1917.56,99796,1242.8,194.4
2022-03-16,1924.83,96954,1235.7,194.2
2022-03-17,1942.56,77105,1214.3,190.9
2022-03-18,1920.74,76973,1207.6,189.8
2022-03-21,1934.91,86440,1216.3,190.9
2022-03-22,1921.53,87653,1218.1,191.1
2022-03-23,1944.86,81077,1213.8,190.1
2022-03-24,1956.95,96136,1218.8,190.8
2022-03-25,1957.24,89859,1218.8,191.2
2022-03-28,1921.82,135330,1227.3,192.2
2022-03-29,1919.31,126619,1219.8,191.1
2022-03-30,1933.13,99642,1209.6,190.1
2022-03-31,1936.88,103869,1212.1,190.7
2022-04-01,1924.09,100483,1215.5,191.2
2022-04-04,1932.72,94779,1214.4,190.6
2022-04-05,1923.62,95000,1212.7,190.6
2022-04-06,1925.61,114996,1218.3,191.1
2022-04-07,1931.25,99273,1219.5,191.6
2022-04-08,1946.4,98330,1225.1,192.6
2022-04-11,1954.81,118601,1233.1,193.3
2022-04-12,1966.38,115216,1236.2,193.8
2022-04-13,1977.76,100307,1228.0,192.5
2022-04-14,1973.19,103260,1224.7,192.2
2022-04-18,1978.71,114849,1234.4,193.3
2022-04-19,1949.19,122648,1236.9,193.8
2022-04-20,1957.63,123682,1236.1,192.3
2022-04-21,1951.74,120391,1239.0,191.3
2022-04-22,1931.91,129730,1239.1,190.9
2022-04-25,1897.67,155239,1249.9,189.7
2022-04-26,1906.14,124208,1250.8,190.3
2022-04-27,1885.53,129329,1265.2,192.1
2022-04-28,1894.22,136439,1272.5,191.7
2022-04-29,1896.42,130267,1255.9,189.6
2022-05-02,1863.21,118986,1265.1,189.8
2022-05-03,1868.01,106602,1267.8,189.5
2022-05-04,1881.75,105286,1266.3,190.4
2022-05-05,1877.2,147709,0.0,0.0
2022-05-06,1882.37,133035,1272.7,189.6
2022-05-09,1854.13,144766,1274.0,188.5
2022-05-10,1838.24,139294,1276.4,189.6
2022-05-11,1852.3,133536,1275.3,189.1
2022-05-12,1821.94,147591,1288.6,189.5
2022-05-13,1811.66,115205,1284.2,188.3
2022-05-16,1824.79,108297,1284.1,188.8
2022-05-17,1814.52,105592,1275.0,188.1
2022-05-18,1817.35,99690,1266.6,187.6
2022-05-19,1841.17,112284,1277.7,188.4
2022-05-20,1845.71,92305,1268.1,189.3
2022-05-23,1853.6,92035,1264.1,189.5
2022-05-24,1866.14,73402,1266.2,189.4
2022-05-25,1853.79,76578,1264.6,189.3
2022-05-26,1850.85,85299,1267.0,187.5
2022-05-27,1852.98,71429,1256.2,185.9
2022-05-30,1855.1,47882,1238.6,186.0
2022-05-31,1838.26,85700,1237.2,185.7
2022-06-01,1846.64,87039,0.0,0.0
